User_ID,Country,University,Qualification,Discipline,GPA
1505,lndia,Odisha adarsha vidyalaya,School,school subject,,,4
1506,US,.,School,.,,3778,
1507,India,ABES EC,Bachelors,mechanical engineering,,,75
1508,India,Great learning,university,Masters,Machine,learning,46
1509,india,PT. RAVI SHANKAR SHUKLA UNIVERSITY,Bachelors,BCOM,,,55
1510,US,ITT,School,Network,,,4
1511,USA,UC San Diego,Bachelors,Computer Science,,,84
1512,India,techno international newtown,Bachelors,information technology,,,9
1513,India,Cluster Innovation Centre,Bachelors,Information Technology,,,70
1514,France,Université de Bourgogne,Master,Intercultural Management,,14.72/20,
1515,Morocco,ENSAH,Masters,Energetics and renewable energies,,,85
1516,Pakistan,Kips College,School,Computer Science,,,75
1517,Greece,National Technical University of Athens,Bachelors,Chemical Engineering,,,75
1518,United States,Cuyahoga Community College,School,Culinary Arts,,,92
1519,Bangladesh,Shanto,Bachelors,Anthropology,,395,
1520,United States,USU,Bachelors,Mechanical engineering,,,38
1521,Ghana,university of legon,School,general art,,,6
1522,USA,paier,School,illustration,,,74
1523,India,Vignana bharathi institute of technology,Bachelors,Electronics and communication,,,7
1524,India,English and foreign languages university shillong campus,Masters,English literature,,,5
1525,india,dr.m.g.r educational and research institute,Bachelors,psychology,,,80
1526,Colombia,corporación universitaria Minuto de Dios,Masters,Especialista en Comunicación Estratégica para las organizaciones,,,42
1527,India,Prism Degree and PG college,Bachelors,Computer Science,,,8
1528,kane,none,School,Criminal Law,,384,
1529,Tunisia,Enicarthage,School,Industrial engineering,,,70
1530,India,national Institute of open schooling,School,12th,,,88
1531,Colombia,Universidad Pontificia Bolivariana,Bachelors,Civil enginnering,,,81
1532,Egypt,Alexandria Medicine,Master,Medicine,,66.57%,
1533,spain,uned,Doctorate,philosophy,,,3
1534,up,aktu,Masters,mba,,,69
1535,Singapore,SP JAIN SCHOOL OF GLOBAL MANAGEMENT,Bachelors,Business Administration,,,3
1536,India,dr.d y patil college of engineering Pune,Bachelors,information technology,,,8
1537,Pakistan,Superior science college,Bachelors,science group,78
1538,india,mailam Engineering College/anna university,Bachelors,electrical and electronics engineering,65
1539,USA,Birmingham University,Post Doctorate,Applied Linguistics,395
1540,Belgium,Ku leuven,Masters,Bioscience engineering,70
1541,USA,UCA,Bachelors,Computer Science,90
1542,India,"NIFT, Kolkata",Bachelors,,8
1543,India,mgr university,Bachelors,nursing,0
1544,India,Pes university,Bachelors,EEE,70
1545,Indonesia,Jambi University,Bachelors,Math Education,80
1546,usa,our lady of tepeyac high school,School,high school,35
1547,South Africa,university,School,accounting,85
1548,colombia,universidad pontificia bolivariana,Bachelors,law,35
1549,Sri Lanka,NIIT,School,computer science,45
1550,pakistan,CitySchool,School,Pre-Engineering,90
1551,india,SHIVAM INTERNATIONAL SCHOOL,School,science,82
1552,India,Chinmaya Vishwavidyapeeth,Bachelors,Arts,8
1553,India,hmr institute of technology and management,Bachelors,computer science engineering,84
1554,Colombia,none,Bachelors,none,10
1555,INDIA,TAMILNADU AGRICULTURAL UNIVERSITY,Bachelors,BSC(HONS) AGRICULTURE,75
1556,India,NIT SILCHAR,Bachelors,Computer science,6
1557,United States,don't know,School,entrepreneurship,3
1558,Pakistan,superior science collage khairpur mirs sindh,School,pre-engineering,74
1559,Turkey,Muğla Sıtkı Koçman Üniversitesi,Bachelors,Nutritions and dietetics,3
1560,Canada,University of Toronto,Bachelors,Architecture,4
1561,United States,Keiser,Bachelors,Legal Studies and International Business,85
1562,india,audisankara college,Bachelors,Computer sciences,75
1563,USA,UCLA,Doctorate,education research methods,1000000000000
1564,India,Loreto College,Bachelors,English Honours,72
1565,India,Ravenshaw University,Bachelors,BBA,70
1566,Kazakhstan,SPBGU,Doctorate,Religious Studies,4
1567,india,sardar patel university,Bachelors,b.com,80
1568,india,college of Engineering and technology,Bachelors,Computer Science Engineering,8
1569,Morocco,USMBA Fez,Bachelors,English Studies,5
1570,India,vnr vigyan jyothi institute of technology,Bachelors,Mechanical engineering,93
1571,India,Himachal pradesh technical university,Bachelors,Electrical engineering,7.9
1572,Spain,Sofia University,Bachelors,psychology,100
1573,india,shailabala women's autonomous college,Bachelors,psychology,7
1574,Bangladesh,Westminster University,bachelor degree,Architecture,3.75
1575,United States of America,UNC,School,Filmmaking,75
1576,Ethiopia,wegagen college,School,theatrical art,4
1577,india,jayamuki institute of technological sciences,School,docter of pharmacy,78
1578,india,sharda university,Bachelors,Physics honours,60
1579,India,Narsee monjee college of commerce and economics,Bachelors,BCom,8
1580,India,Sharda University,Bachelors,Ba+llb,94
1581,France,Collège saint Joseph Arras,School,collège,,0
1582,Iran,Imam reza International university,Masters,Computer science,85,
1583,Bangladesh,"Shahjalal University of Science and Technology,",Bachelors,Industrial and Production Engineering,Sylhet,3
1584,Saudi Arabia,Oklahoma State University,Bachelors,HRM,85,
1585,india,university of Pune,Bachelors,mechanical engineering,67,
1586,Morocco,College,School,English,,3
1587,India,"Loyola college , Mettala",Bachelors,BA English,53,
1588,India,XII CBSE,,Computer Science & Engineering,82,
1589,India,Gujarat university,Bachelors,Masters of commerce,75,
1590,India,not in college,School,student studying all subjects,95,
1591,tunisia,ENIT,Bachelors,indusrial engineering,73,
1592,Philippines,Ateneo de Zamboanga University,Bachelors,Social Science,85,
1593,India,SNDT WOMEN'S UNIVERSITY,Masters,Nutrition and Health Communication,,9
1594,india,c.i.t ranchi,Bachelors,engineering,63,
1595,India,SVVV,Bachelors,b.tech,73,
1596,zimbabwe,Oxford university,School,"chemistry,maths,physics",79,
1597,United States,nccu,undergraduate,business,3.9,
1598,South Africa,N/A,School,security,81,
1599,USA,foothill college,Bachelors,business,,4
1600,Afghanistan,Sharif university,Bachelors,physics,360,
1601,Tanzania,middle school,School,science,150,
1602,Canada,Ryerson University,Bachelors,Computer Science,85,
1603,Turkey,Muğla University,Bachelors,International relations,,3
1604,United States,Oakland University,School,Criminal Justice,90,
1605,india,NMIMS,Bachelors,information technology,,3
1606,india,thapar institute of engineering and technology,Bachelors,computer engineering,98,
1607,Phillipines,Christian Ecclesiastical School,School,Home Economics,77,
1608,India,"Center For Management Studies, Jain University",Bachelors,Bachelor Of Business Administration,77,
1609,India,NMIMS Mumbai,Masters,MBA,,0
1610,India,alpine,Post Doctorate,bsc agriculture,75,
1611,India,IGNOU,Bachelors,BCA,,7
1612,Japan,Tokyo International University,Bachelors,Business Economics,,2
1613,Iran,Najafabad,Masters,Mechanical engineering,85,
1614,India,"Institute of Management Studies, Banaras Hindu University",Masters,MBA,,8
1615,Nigeria,Nnam,Bachelors,Religion and Human Relation,30,
1616,India,SRM University,Bachelors,BBA,80,
1617,India,GGSIPU,Bachelors,Information Technology,88,
1618,United States of America,Indiana University Purdue University Indianapolis,Masters,Mechanical Engineering,38,
1619,India,krupanidhi school of management,Bachelors,MBA,75,
1620,India,Bishop Cotton Women's Christian College,Bachelors,B.com,67,
1621,India,NIT Trichy,Bachelors,Production Engineering,,7
1622,India,Institute of Engineering and Management,Masters,MBA,,0
1623,California,California State East Bay University,School,Art,26,
1624,pakistan,Nfc-iet,Bachelors,Arch Design,75,
1625,India,Mahindra Ecole Centrale,Bachelors,Computer science engineering,72
1626,India,Calcutta University,School,computer science,54
1627,USA,UCSC,Bachelors,economic s,93
1628,India,Arignar Anna Government Arts and science College,Bachelors,B.sc Chemistry,80
1629,Germany,Iscap,Masters,Economics and Management,50
1630,Karnatak,12,School,Decathlon pivotal limited,560025
1631,Colombia,National University of Colombia,Doctorate,Chemical Engineering,100
1632,Turkmenistan,Saint Petersburg State university,Bachelors,History,4
1633,florida,Florida Atlantic university,School,chemistry,4
1634,indiai,jntu anantapur,Masters,Energy systems,67
1635,malaysia,Kolej Kemahiran Tinggi Mara Sri Gading,School,engineering in technology construction advance system,96
1636,india,Excel college of engineering and technology,Bachelors,Mechanical engineering,6
1637,India,Rajiv Gandhi College of Engineering,Bachelors,Petroleum Engineering,7
1638,India,Jai Hind College,Bachelors,Travel and Tourism,8
1639,United States of America,"cal State University, Northridge",Bachelors,Economics,3
1640,india,Vemana institute of technology,Bachelors,computer science,10
1641,Iran,Semnan university,Masters,Mechatronic,70
1642,India,dps nalconagar,School,science,92
1643,India,IIITDM Kurnool,Bachelors,Electronics and Communication,71
1644,Cambodia,CamEd Business School,School,Finance,90
1645,Lithuania,Vilnius Gediminas Technical University,Bachelors,Mechanical engineering,85
1646,India,St Joseph Evening College,Bachelors,B.A.Journalism,78
1647,Indonesia,Sepuluh Nopember Institute of Technology,Bachelors,Geophysical Engineering,3.42
1648,India,Vignan's institute of technology,Bachelors,computer science,75
1649,USA,Mercer University,Bachelors,Graphic Design,375
1650,india,MDU,Bachelors,biotechnology engineering,75
1651,France,Nice Sophia Antipolis,Bachelors,Psychology,100
1652,India,IIT KHARAGPUR,Masters,Mechanical Engineering,65
1653,Kazakhstan,psychology,School,psychology,3.3
1654,India,Sri Indu College of Engineering and Technology,Bachelors,Mechanical Engineering,75
1655,India,LNMIIT,Bachelors,mechanical engineering,6.5
1656,Bangladesh,Khulna University,Masters,Sociology,59
1657,Turkey,İhsan Doğramacı Bilkent University,Masters,Teaching English as a Foreign Language,383
1658,Peenya industrial area Cree,Nettur technical training foundation,Bachelors,mechanical engineering,72
1659,India,PETIT,Bachelors,Computer Science,6
1660,usa,Brooklyn College,Masters,nutrition,3
1661,Ghana,UNIVERSITY OF CAPE COAST,Bachelors,Population and Health,2
1662,United States,Cleveland State,School,Computer Engineering,3
1663,Poland,University of Wrocław,School,Bachelor's in Business Administration,4
1664,India,Sri Vasavi Engineering college,Bachelors,Computer science,90
1665,Canada,Dalhousie University,School,Applied Computer Science,4
1666,United States,harvard,School,science,37
1667,Germany,German Jordanian University,Bachelors,Biomedical Engineering,76
1668,USA,LCSC,School,Engineering,3.7
1669,Brasil,UFT,Bachelors,Architecture and Urbanism,,8
1670,india,"ABV-IIITM, Gwalior",Bachelors,btech in computer science,,63
1671,India,"VJTI, Mumbai",Bachelors,Electronics and telecommunication,,7
1672,Russia,Brandenburg University of Technology,School,Industrial Engineering,,82
1673,india,pb siddhartha college of arts& science,Bachelors,bcom tax,,70
1674,India,Jai Hind College,Bachelors,BMM Journalism,679,
1675,India,"Pillai College of arts, commerce and science",Bachelors,BMS,,93
1676,Croatia,Croatian Catholic University,Bachelors,Psychology,,3
1677,India,Srm university,Bachelors,Computer science,,74
1678,india,shri shankracharya institute of professional management and technology,Bachelors,engineering,,80
1679,India,KCG College of Technology,Bachelors,Electronics and Communication Engineering,,92
1680,Indian,Meenakshi college of engineering,Masters,MBA,,70
1681,India.,Christ University,Bachelors,BBA in finance and international business,,80
1682,india,aliganj,School,chemistry,,75
1683,india,symbiosis center of management studies,Bachelors,bachelorettes of buisness administration,,8
1684,us,coe college,Bachelors,accounting,,91
1685,India,"Amity university, noida",Masters,Forensic science,,8
1686,Indian,Vasavi college of engineering,School,information technology,667,
1687,Philippines,University of the Immaculate Conception,School,Bachelor of Science in Business Administration Major in Finance,,91
1688,maroc,lycee,School,economique,,76
1689,United States,Volunteer State Community College,School,Journalism,,20
1690,United States,Fox Valley Technical College,School,Hospitality Management,,37
1691,United States,herzing University online,School,medical assistant,,3
1692,India,"PESU, Electronic City Campus",Bachelors,Computer Science,,8
1693,pakistan,punjab college bahawalpur,School,pre engineering,,76
1694,Povoa de Varzim,Instituto Português de Administração de Marketing,Bachelors,Marketing Management,100,
1695,pakistan,University of Agriculture Faisalabad,Bachelors,agrisciences,373,
1696,India,Cummins College of Engineering,Bachelors,for women,Computer Engineering,73
1697,India,lala Lajpat Rai college,Bachelors,Management Studies,,7
1698,India,JSS Academy of Technical Education,Bachelors,Computer Science,,85
1699,MalaysiaKoleh,Kolej Vokasional Klang,School,Account,,70
1700,Bolivia,gol,Bachelors,derecho,,80
1701,india,"Nift , mumbai",Masters,design strategy and branding,,8
1702,India,Doon university,Bachelors,Foreign language (chinese),,6
,,kantipur,Bachelors,mbb,,3
,Nigeria,Afe Babalola University Ado - Ekiti,Masters,Medicine and Surgery,,4
,India,"University Insitute of Information and Technology, Shimla",Bachelors,B.Tech computer Science Engineering,,71
,Armenia,RAU,Bachelors,Marketing,,4
,Qatar,Université Badji Mokhtar D'Annaba,Masters,Telecommunication & Network engineering,,75
,india,lnjn nicfs,Masters,criminology,,7
,Zambia,N/A,School,N/A,,76
,India,Kiet group of institutions,Bachelors,Engineering,,
,Malaysia,Universiti Teknologi MARA,Bachelors,Communication Management and Policy,385,
,India,Mar Baselios College of Engineering and Technology,Bachelors,Mechanical Engineering,,77
,Nigeria,university of Ibadan,Bachelors,wood products engineering,35
,Turkey,Istanbul aydin university,Masters,English literature,2
,India,Haldia Institute of Management,Bachelors,BBA,80
,India,fr.crce,Bachelors,Information technology,6
,South Africa,Vega Pretoria,School,BCom in Strategic Brand Management,60
,Russia,Vyatka State University,Bachelors,International Relations,81
,India,Regenesys Institute of Management,Masters,Marketing,60
,India,College of agriculture khandala,Bachelors,Agriculture,76
,India,VTU,Masters,Mba,70
,Bangladesh,Jatir Janak Bangabandhu,School,Business Studies,58
,Sudan,Sudan university of science and technology,5th level,Biomedical engineering,2.72/4
,India,"Institute of Management Technology, Ghaziabad",Masters,PGDM-Finance,7.1
,Nigeria,University of Toronto,Bachelors,mechanical engineering,41
,India,IIT KHARAGPUR,School,Computer Science,967
,Canada,university of winnioe,Bachelors,Urban and Inner city studies,80
,United States,Bemidji State University,Bachelors,Wildlife Biology,3
,Colombia,Universidad de La Salle,Bachelors,Environmental and sanitary engineering,100
,India,Mumbai University,Bachelors,Nautical Science,10
,india,Guru Gobind Singh Indraprastha University,Bachelors,Mechanical Engineering,78
,united states,Ball State University,Associates,computer information systems and business administration,3
,somalia,Mogadishu university,Bachelors,economics,87
,Indonesia,Institut Teknologi Bandung,Bachelors,Business and Management,0
,Perú,Juilliard school,Bachelors,Drama,4
,India,"Lady Shri Ram College for Women, Delhi University",Bachelors,B.A. Honours Sociology,6.93
,INDIA,ABV Indian Institute of Information Technology Gwalior,Bachelors,Btech Computer Science,75
,France,EGC Vendée,Bachelors,"Marketing, communication, management",69
,UK,Coventry University London,Bachelors,International Hospitality and Tourism Management,75
,Ireland,UCD,Bachelors,Computer Science,375
,México,Colegio Newton,Bachelors,Bachillerato,28
,India,Sandip university,Bachelors,BACHELOR IN BUSINESS ADMINISTRATION,69
,India,Graphic era university,Bachelors,Computer Science,75
,United States,Lincoln Land Community College,School,Elementary Education,3
,Guatemala,University,Bachelors,Technology,85
,USA,West Chester,Masters,Music Teacher Education,4
,India,Techno College Hooghly,Bachelors,Bachelors of Computer Applications,79
,Costa Rica,University of the Ozarks,Bachelor,Business Administration,3.26
,United states of America,A & M,Bachelors,Business,95
,Zambia,non,School,nothing,50
,india,thakur college of science and Commerce,Bachelors,bachelor's in banking and insurance,63
,India,"Hindu College, University of Delhi",Bachelors,B. Sc. (Hons) Physics,9
,gujarat,sardar vallabhbhai Patel institute of technology,Bachelors,computer ac6,8.64
,india,Miranda House,Bachelors,sanskrit,58
,kenya,moi university,Bachelors,political science and public administration,82
,USA,Bellevue College,School,Computer Science,80
,Turkey,University of Gazi,Bachelors,Tourism Management,80
,India,"Gurukul Vidyapeeth Institute of Engineering & Technology, Banur",Bachelors,Petrochemical and Petroleum Refinery Engineering,60
,India,saveetha,Bachelors,cs,68
,India,Hyderabad school of Artificial Intelligence,Bachelors,Data Science,70
,india,Vignana bharathi institute of technology,Bachelors,computer science and engineering,87
,india8,Lakshmi Narain college of technology Bhopal,Post Doctorate,MCA,82
,India,Vellore Institute Of Technology,Bachelors,Computer Science,92
,Thailand,Stamford International University,Bachelors,Business Management and Leadership,280
,Maroc,Faculté des sciences Moulay Ismail,Bachelors,Geology,0
,Bangladesh,Islamic University of Technology,Bachelors,Business,
,Albania,Faculty of Medicine,Bachelors,Medicine,9
,India,Presidency University Kolkata,Bachelors,Economics,93
,Jordan,Jordan University of science and technology,Bachelors,INDUSTRIAL ENGINEERING,3
,france,saint Thomas d'aquin,School,idk,3
,México,politécnico,Masters,turismo,8
,United States,"Illinois Institute of technology, Chicago",Masters,Computer Science,7
,Philippines,La Consolacion College Bacolod,Bachelors,Fine Arts Major in Digital Media,85
,India,Jain University,Bachelors,B.Sc Animation,82
,usa,Colorado Technical University,Bachelors,business,3
,India,NIT Arunachal Pradesh,Bachelors,Computer Science,7
,algeria,/,Masters,/,35
,India,M.O.PVaishnav College For Women,Bachelors,Computer science,8
,England,Imperial College London,School,Physics,65
,United States,CSU Channel Islands,School,Computer Science,0
,Zimbabwe,progress christian college,School,commercials,75
,Philippines,Holy Trinity University,School,STEM,95
,india,Ashwamedha,School,pcb,93
,Morocco,a,School,a,4
,United States,Johnson & Wales,School,Psychology,4
,India,GGDSD college Punjab university,bachelor of science,biology,73
,Lebanon,AL MABARRAT,School,Engineering,90
,Ukraine,Novopecherska school,School,Computer Science,99
,india,faculty of engineering and technology,Bachelors,BTech (cs),55
,india,valia college,Bachelors,chartered accountant,65
,jordan,bau,Bachelors,cis,0
,India,Amity University,Bachelors,Electronics and communication Engineering,9
,Viet Nam,Bach Khoa University,Bachelors,Computer science,100
,Kazakhstan,KazIR&WL named after Ablay Khan,Bachelors,Translation Studies:Simultaneous Interpretation,93
,India,SRCC,Bachelors,B.Com(Hons),73
,India,Jecrc university,Bachelors,Mba,8
,india,Aligarh Muslim University,School,science,93
,India,"MDU, Rohtak",Masters,Business Administration,54
,South Africa,University of Venda,Bachelors,Public Administration,70
,malaysia,Uitm Segamat,Bachelors,islamic banking,2
,India,University of Lucknow,Masters,Journalism,4
,Bangladesh,Dhaka University,Masters,Development studies,89
,India,"Indian Institute of Information Technology Design and Manufacturing, Kurnool",Bachelors,Computer Engineering,80
,India,Tata institute of social science,Masters,rural development,75
,United States,Mississippi State University,Bachelors,"Wildlife, Fisheries, and Aquaculture",333
,India,Somaiya,Masters,Computer Science,6
,india,Aditya silver Oak institute of technology,Bachelors,electrical engineering,73
,Nigeria,Cross river university of technology,Bachelors,Mass communication,3
,india,vrije universiteit brussel,Masters,Communication Studies: Journalism and Media in Europe,339
,united states,university of phoenix,Bachelors,Business Administration,3
,Egypt,alexandria university,Bachelors,engineering electromechanical department,3
,Pakistan,Dow Medical College,,Medicine,
,U.S.A,waubonsee community college,School,AA business,326
,United States,Vanderbilt University,Bachelors,Paralegal/law,3.8
,Turkey,Pamukkale University,Bachelors,Economics,68
,united states,university of washington bothell,Bachelors,accounting and finance,89
,egypt,faculty of engineering ain shams univeristy,Bachelors,mechanical engineering,2
,INDIA,keshav mahavidyala,Bachelors,bscH CS,5
,United States,University of Tampa,School,Cybersecurity,3
,south africa,bolland college,School,business management,0
,United States of America,UAA Mat-Su,School,Accounting,86
,Egypt,Alexandria University,School,Computer science,90
,USA,scc,School,paramedic,2
,Malaysia,Segi University,School,Multimedia Design,3
,India,Miranda House(Delhi University),Bachelors,Bsc(H)chemistry ist year,94
,India,Autonomous university,Bachelors,Electronics eng,62055
,India,GTU,Bachelors,Information Technology,75
,Rwanda,Ecole secondaire sancta maria karambo,School,Computer science,3
,india,ggsipu,Bachelors,business,69
,Egypt,Menoufia University,Bachelors,Physics,81
,Myanmar,University of Yangon,Bachelors,Industrial Chemistry,4
,France,Kedge Business School,Masters,Sales & Marketing Management,0
,india,Era's Lucknow medical college and hospital,Bachelors,Science,81
,Thailand,The Prince Royal's College,School,Science,395
,Malawi,The University of Malawi Polytechnic,Bachelors,Mining Engineering,60
,India,Sathyabama institute of science and technology,Bachelors,Complete science and engineering,9
,Italy,Università degli Studi Internazionali di Roma,Masters,"Investigation, Crime and International Securities",4
,United States,RCSJ,School,Medical,0
,Maroc,carthage university,Masters,architecture,50
,United States of America,Iowa State University,School,Electrical engineering,376
,Philippines,Philippine Nikkei Jin Kai International School,School,Medicine,37
,tamilnadu,Sethu Institute of Technology,Bachelors,Electrical and Electronics Engineering,77
,India,Calcutta University,Bachelors,English Literature,50
,USA,University of Phoenix,Bachelors,Business,3
,France,Université de Poitiers,Bachelors,Electrical and Computer engineering,70
,United States,Colorado Technical University,Masters,Data Analytics and Finance,96
,India,"Hindu College, University of Delhi",Bachelors,B. sc. Major in Physics,80
,yemen,UST,Bachelors,computer,94
,U.S.A,OSU,School,Engineering,85
,India,Anna University,Bachelors,Chemical Engineering,80
,Canada,FLAME University,Bachelors,Literary and Cultural Studies,75
,India,Nri college bhopal,School,B com,78
,India,"Zila High School, Saharsa",School,ISC,73
,India,Delhi University,School,bachelor of commerce,90
,India,Birla Institute of Technology,School,BSc. Animation & Multimedia,10
,jawa tengah,MAN 1 Surakarta,School,Science,100
,United States,Eastfield College,School,Science,388
,India,R. A. Podar,Bachelors,B. M. S,82
,india,GTBIT/IPU,Bachelors,Electrical and electronics,7
,India,Laxmi devi institute of engineering and technology,Bachelors,Computer Science,7
,Malaysia,University Teknologi Malaysia,Bachelors,Industrial Mathematics,94
,India,K J Somaiya College of Arts and Commerce,Bachelors,Humanities,8
,india,vidyavardhas IDEA,Bachelors,architecture,70
,India,Deepak memorial public girls inter collage,School,12 class,83
,India,Kendriya Vidyalaya,School,Humanities,86
,South africa,Mangosuthu University of technology,School,Marketing,68
,Nepal,KLMUC,Bachelors,Hotel & Restaurant Management,3
,india,SA ENGINEERING COLLEGE,Masters,MASTER OF COMPUTER APPLICATION,85
,India,Kumaun University,Masters,Textile and apparel designing,81
,India,BIT Sindri,Bachelors,Electrical engineering,85
,United Kingdom,Leeds Beckett university,Bachelors,sports and exercise medicine,4
,Italy,university of cassino and southern lazio,Masters,Global economy and business,0
,India,Sikkim Manipal Institute of Technology,Masters,Computer Application,72
,India,not in college yet,School,class 11,87
,India,COLLEGE OF BUSINESS ADMINISTRATION LINGRAJ COLLEGE,Bachelors,BBA,80
,sarawak,Kolej Vokasional JT AKADEMI SDN BHD,School,subsea welder,3
,Indiaac,Acropolis Institute of Technology and Research,Bachelors,Computer science,78
,Philippines,University of the East,Senior High School,HUMSS,2
,USA,feather river college,Bachelors,biology,3
,India,"Nehru college Palakad, Kerala",Bachelors,Architecture,8
,egypt,cairo,School,high school student,94
,tunisia,isims,Masters,computer science,3
,india,Dr mgr university,Bachelors,mechanical engineering,71
,United kingdom,anglia Ruskin university,Bachelors,international business management,96
,United States,Columbus State University,School,Music,3
,Pakistan,11th,School,IT,68
,India,footwear designing and development institute,Bachelors,Bachelor of design,75
,Sudan,Bahri university,Bachelors,Medicine,3
,United States of America,Seneca high school,School,gen ed,38
,Maharashtra,K. J. Somaiya Polytechnic,School,Diploma in Mechanical Engineering,60
,Korea,Inha University,Bachelors,Global studies,4
,India,symbiosis,Bachelors,photography,7
,wa,comet,School,zoology,12
,usa,university of central Florida,Bachelors,computer science,3
,India,Ajeenkya DY Patil University,Bachelors,Computer Science,7
,india,sarvajanik college of engineering and technology,School,computer engineering,85
,India,Sant Gadge Baba Amravati University,Bachelors,B.Com,81
,Perú,Universidad Peruana de Ciencias Aplicadas,Bachelors,Electronic Engineer,90
,United States of America,Florida International University,Bachelors,Information Technology,3
,Pakistan,Lums,School,Economics,3
,India,iiser thiruvananthapuram,Masters,biology,6
,Canada,Selkirk,School,Culinary,3
,México,ITESM,Bachelors,Biotechnology Engineering,92
,India,Csmss,college of engineering,Mechanical Engineering,8
,India,nmkrv college for women,Bachelors,BBA,80
,United States,Northwest Vista College,School,Digital Video and Cinema Production,90
,tunisia,essths,Bachelors,physics,4
,Costa Rica,University of Cádiz,Masters,MBA in Tourism Business Strategy,8
,India,JIMS,Bachelors,BBA,76
,Indonesia,SMKN 2 Jepara,School,tata busana,100
,tamilnadu,P.S.R Engineering college,Bachelors,ECE,84
,India,SIES,Bachelors,Computer Science,82
,India,MS Univercitt,Bachelors,BCOM,58
,India,Bennett university,School,Computer science and engineering,0
,France,IGR-IAE Rennes 1,Masters,Finance,90
,india,IIT Bombay,Bachelors,Economics,6
,United States,EOU,School,Political Science,3
,India,University of Texas at Arlington,Masters,Mechanical Engineering,70
,Cambodia,CamEd Business School,Bachelors,Accounting and Finance,70
,South Africa,North West University,Bachelors,psychology,70
,India,lingys Lalita Devi institute of management & Sciences,Bachelors,commetce,80
,india,interaction design foundation,Post Doctorate,UX design,89
,India,Savitribai Phule Pune University,Bachelors,Mechanical Engineering,70
,India,MS Ramaiah University of Applied Sciences,Masters,MBA in Financial Management,78
,India,Mumbai University,Bachelors,Computer Engineering,7
,india,ICFAI University,Bachelors,B.Com Honors,64
,United States,Notre Dome of Maryland,Bachelors,pre med,28
,Morocco,Faculty of Medicine,Doctorate,Medicine,80
,egypt,assuit unvirsity,Bachelors,business,90
,pakistan,uos,Post Doctorate,doctor of physical therapy,80
,United States,MSU,School,Chemistry,2
,Ukraine,National University of Kyiv-Mohyla Academy,Masters,Marketing,81
,India,Kalasalingam Institute of Technology,,Bachelors,Computer Science Engineering,,,72
,India,Thapar Institute of Engineering and Technology,,Bachelors,Computer,,,7
,india,Unitedwold school of law,,Bachelors,Bba-Ll. b,,,8
,India,University of London - London School of Economics and Political Science. [distance course],,School,Bsc International Relations,,,93
,USA,Northwest Missouri State University,,School,Geography,,,3
,turkey,sabanci univercity,,Masters,computer science,,,3
,india,nehru arts and science College,,Bachelors,computer science,,,85
,Kenya,The Catholic University of Eastern Africe,,Bachelors,Law,,,69
,India,University of Calcutta,,School,BBA,,,57
,United States,Weber State University,,Bachelors,History Education,,,3
,United Arab Emirates,Indian High School Dubai,,School,Science with Mathematics,,,99
,India,PES college of engineering Mandya,,Bachelors,computer science,,,8
,Philippines,University of the Philippines - Diliman,,Secondary School,Chemical Engineering,,3.5,
,Netherlands,University of Amsterdam,,Bachelors,Economics and Business Economics,,,92
,Turkey,Kocatepe university,,Bachelors,mechanical engineering,,,60
,Germany,Goethe University,,Masters,Science and Technology Studies,,,0
,India,MAKUT,,School,EE,,,7
,india,Chandigarh University,,Bachelors,Agriculture,,,60
,Philippines,La Consolacion College Bacolod,,School,Accountancy and Business Management (SHS),,,87
,United States,University of Advancing Technology,,Bachelors,Computer Science,,,36
,United Kingdom,Bournemouth university,,Bachelors,Media Production,,,79
,India,Lilawati Vidya Mandir,,School,commerce,,,97
,India,Amity school of economics,,Masters,Economics,,,0
,India,CBSE,,School,commerce,,,82
,India,chaitanya bharathi institute of technology,,Bachelors,civil engineering,,,80
,algeria,ali lounici affroun blida,,Bachelors,law,,,70
,Malaysia,Universiti Teknologi Mara,,Bachelors,Finance,,,3
,Bangladesh,AK Sorkar Collage,,School,Science,,,4
,iran,azad university,,Masters,communication sciences,,,4
,Ecuador,Amarilis Fuentes Alcívar,,School,INFORMÁTICA,,902,
,egypt,masr,engineering institute,School,computer,science,,75
,india,DPS RK PURAM,,School,Science,,,92
,Colombia,SENA,,Bachelors,International Business,,,38
,California,Gavilan College,,,Biology,,3.6,
,United States,Ivy Tech Community College,,School,Business,,,0
,United States,University of Arkansas,,School,Information Technology,,345,
,Egypt,Arizona,,School,Medicine,,,90
,India,Madanapalle Institute of Technology and Science,,Bachelors,Computer Science,,,65
,Turkey,Ege University,,Bachelors,International Relations,,,90
,india,MVGR,,Bachelors,computer science,,,92
,India,SRM University,,Bachelors,Computer Science And Engineering,,,6
,India,"Cluster Innovation Centre, University of Delhi",,Bachelors,,,,63
,United Arab Emirates,FLSH Marrakech Morocco,,Bachelors,English Studies,,,11
,India,dyal singh evening college,,Bachelors,Bachelor in commerce (hons),,,6
,France,ESSCA,Masters,Corporate finance,90
,iran,shahrood university of technology,Masters,energy systems engineering,90
,India,santhiram medical college,Bachelors,Bsc. Nursing,70
,Singapore,Singapore Polytechnic,School,Biomedical Science,90
,Egypt,sohag university,Bachelors,accounting,90
,India,Xavier University Bhubaneshwar,Bachelors,Mass Communication,7
,india,Delhi University,Masters,m.com,50
