User_ID,Country,University,Qualification,Discipline,GPA
,Saudi Arabia,,IAU,Bachelors,,Cyber Security,,,,,4,
,Malaysia,,Kolej Profesional MARA Indera Mahkota,School,,English Communication,,,,335,,
,South Africa,,College,School,,Legal Secretary,,,,,63,
,india,,Kingston Engineering college,Masters,,MBA,,,,,7,
,India,,K.Ramakrishnan College of Engineering,Bachelors,,Mechanical Engineering,,,,,82,
,India,,GGSIPU,Bachelors,,Electronics and communication engineering,,,,,71,
,India,,DIT UNIVERSITY DEHRADUN,Bachelors,,Economics Hons.,,,,,7,
,india,,Acharya institute of management and science,master,,MBA,,,,,,
,Rwanda,,African Leadership University,Bachelors,,International Business and Trade,,,,,4,
,Kenya,,kiriri,women's,university of,School,science,information,and,technology,technology,84
,india,,ddit,Bachelors,,chemical engineering,,,,,56,
,india,,Poornima University,Bachelors,,Electronics and communication,,,,,75,
,India,,Galgotias College of engineering and technology,Bachelors,,Electrical and electronics engineering,,,,,69,
,GUJARAT,,jivanmangalya,School,,,,2001,,,0,
,iraq,,Bahar business academy,Post Doctorate,,computer sciencr,,,,,68,
,Philippines,,Polytechnic University of the Philippines,School,,Accounting,,,,,96,
,India,,Kelkar Education Trust's V. G. Vaze College,Bachelors,,Accounting and Finance,,,,,85,
,Russia,,Moscow State Linguistic University,Bachelors,,German and English,,,,,50,
,Indonesia,,SMKN 1 Cikarang Barat,School,,Mechanic Automotive,,,,,3,
,india,,national pg college,Bachelors,,commerce,,,,,68,
,Syria,,Hama University,Bachelors,,Finance,,,,,75,
,México,,Inst. Tecnológico Autónomo de México,Bachelors,,Actuaría,,,,,8,
,USA,,Northampton Community College,School,,Business Management,,,,,4,
,usa,,city College of San Francisco,Bachelors,,pre-nursing,,,,,0,
,Costa Rica,,Universidad de Costa Rica,Bachelors,,Civil engineering,,,,325,,
,Azerbaijan,UNEC,Bachelors,Bussines Administration,64
,United States of America,None,School,Medicine,86
,United States,none,School,none,0
,egypt,cairo üniversity,Bachelors,veterner,2
,India,NM,Bachelors,commerce,70
,El Salvador,Universidad Catolica de El Salvador (UNICAES),Bachelors,Bachelor in arts with English language specialization ((EFL),75
,Northern cape,Kathu college,Bachelors,Boilermaker,80
,India,central university of jammu,Masters,Tourism and Travel Management,64
,India,Ccs,Bachelors,law,53
,india,new horizon degree college,Bachelors,BBA,60
,South Africa,Tshwane University of Technology,Bachelors,Financial Accounting,70
,United States,Indiana University,Bachelors,computational linguistics,432
,India,Institute of engineering and management,Bachelors,computer science and engineering,65
,India,SCMS School of Management and Technology,Masters,B tech,64
,U P,B T C,School,computar,80
,Canada,University of Montreal,Masters,Linguistics,80
,United States,n/a,Bachelors,n/a,95
,india,srm institute of science and technology,Bachelors,mechanical engineering,10
,INDIA,graphic era,Bachelors,b.com,72
,India,NEW HORIZON COLLEGE OF ENGINEERING,Bachelors,Information Science,85
,Pakistan,pakturk Maarif Schools and colleges,School,computer science,65
,india,george school of law,Bachelors,law,65
,Uzbekistan,Uzbekistan State World Languages University,Bachelors,English phylology with literature,80
,Morocco,Ibn abdoun,School,General studies,80
,Egypt,Business /Misr international univeristy,Bachelors,Marketing,346
,Nigeria,university of Portsmouth,Masters,computer Network Administration and management,21
,tunisia,isecs,Masters,informatic,70
,Nigeria,"University of Benin, Benin City, Edo State",Bachelors,History,3
,uk,university of sheffield,Masters,information management,3
,Cuba,University of Havana,Bachelor of Arts,Languages,80
,Thailand,Suranaree University of Technology,Bachelors,Transportation engineering and Logistics,3.15
,Perú,UNSAAC,Bachelors,Mechanical Engineering,85
,India,M S Ramaiah University of Applied Sciences,Bachelors,BDes in Product and Industrial Design (Specialization - Automobile Design),93
,Kuwait,Madras University,Bachelors,Business administration,50
,India,T John institute of technology,Bachelors,computer science engineering,75
,India,Government science college,undergraduate,economics and mathematics,70%
,India,ranchi univercity,Bachelors,mechanical engineering,
,India,ssvps polytechnic,Bachelors,mechanical engineering,60
,beitsahour,università of siena,School,business,89
,INDIA,Delhi University,Bachelors,Graphic Designer,60
,Kenya,"MOI UNIVERSITY, KENYA",Bachelors,"English and Literature,",78
,South Africa,North West University,Bachelors,Microbiology and Chemistry,65
,pakistan,Edwardes College Peshawar,School,Pre-Medical,85
,Spain,kea,School,Computer Science,10
,India,KIIT UNIVERSITY,,Bachelors,Computer Science and System Engineering,90
,Pakistan,Khyber Medical College,,Doctorate,Urology,80
,india,dav College Abohar,,Bachelors,computer science,65
,Haiti,Université,Fondation Dr Aristide,Bachelors,medicine,80
,india,"kalinga university,naya raipur",,Bachelors,B.A.LLB,60
,India,IIT Roorkee,,Masters,Hydrology,7
,United States,Brigham Young University-Idaho,,School,Earth Science Education,4
,india,Jesus and Mary college,,School,retail management and IT,82
,India,Kaziranga University,,Bachelors,INT MSC IT,85
,United States,University of Minnesota,,School,Civil Engineering,3
,jordan,jordan university of science and technology,,Masters,computer science,81
,China,South China University if Technology,,Bachelors,Computer Science and Technology,3
,USA,Louisiana State University,,Bachelors,Engineering,4.69
,Chhattisgarh,No,,School,Nl,67
,france,Albert Camus,,School,commerce international,70
,Netherlands,Erasmus school of economics,,Bachelors,econometrics and operations research,68
,India,"KNC, DU",,Bachelors,Sociology and economics,7
,India,srinivas collage of physiotherapy,,Bachelors,physiotherapy,75
,India,IISER TVM,,Bachelors,Science,58
,Jamaica,university of Toronto,,Bachelors,Environmental Science,92
,India,Dyal Singh Eve college/ Delhi university,,Bachelors,Bcom,56
,Nepal,St xavier jawalakhel,,School,Hotel management,57
,Indonesia,Monash university,,Bachelors,pharmacy,75
,U.S.A,N/A,,School,N/A,23
,va,Liberty University,,School,Dog and cats gromming,40
,India,Chandigarh university,,Masters,Computer science,734
,india,Tips Global Institute,,Masters,fashion,80
,India,Kelkar,,Bachelors,Psychology,90
,South Africa,university,,Bachelors,community extension,50
,USA,Wake Forest University,,Masters,Psychology,95
,India,DR.BABASAHEB MARATHAWADA UNIVERSITY,,Bachelors,B.E (Electronics and Telecommunication),58
,South Africa,College,,Bachelors,Bachelor of business administration,3
,India,Kongunadu arts and science college,,Bachelors,Physics,7
,Hà Nội,hà2,,School,Hà N?i,54
,India,ICFAI Business School,,Masters,MBA,7
,North Cyprus,Eastern Mediterranean University,,Bachelors,Electrical and Electronic Engineering,4
,India,Bharati Vidyapeeth University,,Bachelors,Electronics and Communication Engineering,79
,india,KIET GROUP OF INSTITUTIONS,,Bachelors,electronic and communication,79
,Inda,,,,Digital marketing,
,India,RNSIT,,Bachelors,Computer science,9
,india,ramlu,,Masters,m.com,64
,india,cluster innovation centre,,Bachelors,humanities and social science,65
,INDIA,shri Shankaracharya mahavidhylay,,School,MANAGEMENT,70
,india,vit,,Bachelors,computer science,8
,United States of America,University of North Carolina Wilmington,Bachelors,Business Administration : Accountancy,4
,lebanon,lebanese university,Bachelors,plastic arts,63
,United States,Queens College,Bachelors,Biology & Economics,3
,USA,Clarion University,Bachelors,Biology,85
,France,Icn business school,Masters,Digital marketing & communication,100
,Worcester,Clark University,School,Physics,375
,India,DAYANANDA SAGAR ACADEMY OF TECHNOLOGY AND MANAGEMENT,Masters,Master of Business Administration,61
,India,,,,
,,IIT Bombay,School,Computer Science,98
,Ghana,KNUST,Bachelors,Agricultural Biotechnology,54
,karnataka,garden City university banglore,Bachelors,BSc. biotechnology biochemistry genetics,88
,India,Ignou,Bachelors,Bsc,75
,South Africa,Elangeni college,School,Financial management,40
,India,"NMIMS, shirpur",Bachelors,Electronics and telecommunication,70
,India,"Jesus and Mary College, University of Delhi",Bachelors,Economics,96
,Pakistan,Punjab Group of Colleges,School,Engineering,50
,Scotland,University of Dundee,Bachelors,Anatomical Sciences,80
,India,Sri Venkateswara College of engineering,Bachelors,engineering,85
,iran,intelligents allocated school,School,12 grade,95
,India,IIT MUMBAI,Bachelors,Computer Science,9
,India,Shaheed Sukhdev College Of Business Studies,Bachelors,Computer Science,94
,Morocco,Jacobs university,Bachelors,Environmental sciences,3
,India,Lovely Professional University,Bachelors,Computer Science,80
,Sri Lanka,Cardiff Metropolitan IK,Masters,Administration and Finance,68
,india,jaypee university of engineering and technology,Bachelors,civil engineering,79
,india,pune university,Bachelors,b.com,56
,India,"University Institute of Engineering and Technology,Kanpur",Bachelors,Information technology,7
,India,SRM UNIVERSITY,Bachelors,BTECH Computer Science,99
,south Africa,university of limpopo,Bachelors,computer science,70
,Ghana,universidad de ciencias médicas de la Habana,Bachelors,medicina,5
,south africa,none,School,science,83
,Italy,University of Bologna,Bachelors,Economics,25
,United States,Texas A&M,School,Foreign Language,85
,united states,Los medanos college,School,sociology,36
,Pakistan,n/a,School,programming,999
,USA,university of California Santa Cruz,Bachelors,history,3
,India,IIIT Pune,Bachelors,Electronics and Communication,9
,Malaysia,Infrastructure University Of Kuala Lumpur,Bachelors,Integrated Marketing Communication,35
,Malaysia,UCSI University,Bachelors,Contemporary Music,3
,United States,Irvine Valley College,School,Sociology,84
,india,VIT Vellore,Bachelors,Computer Science,943
,,,,,0
,United Arab Emirates,PwC academy Dubai,School,ACCA,69
,United States of America,ttu,School,psychology,4
,Tunisia,National Institute of Applied Science and Technology,Bachelors,Industrial maintenance,2
,Pakistan,Federal Urdu University,Bachelors,Computer Science,80
,india,Jai Hind,Bachelors,B.COM,62
,Brasil,UFU,Bachelors,Architecture,80
,India,"Shri Guru Tegh Bahadur Khalsa College, Delhi University",Bachelors,Bcom Hons,3
,india,Delhi university,Bachelors,information technology and mathematic innovations,8
,India,Sydenham college of commerce and economics,Bachelors,Bachelor of Commerce,50
,Ethiopia,Gondar,Bsc,civil engineering,3.34
,Liberia,UNIVERSITY OF LIBERIA,Bachelors,Computer Science,1331
,India,Arena Animation,School,Graphic Designing,92
,Texas,UNT,Bachelors,Fashion Design,3
,south Africa,mopani south east Tvet,School,"finance,economics",and accounting68
,Morocco,ibnu maja,School,languages sciences,100
,Italy,University of Siena,Masters,Business Administration,4
,United Arab Emirates,"Amity University, Dubai",Bachelors,Nanotechnology,92
,India,Inderprastha Engineering College,Bachelors,Computer Science and Engineering,78
,India,pune university,Bachelors,BSC,6
,india,inifd Pune,Bachelors,interior design,80
,Senegal,Institut d'Informatique Appliquée,Bachelors,Applied Mathematics and Econometrics,83
,Bangladesh,Jatiya Kabi Kazi Nazrul Islam University,Bachelors,Economics,61
,India,"Kakatiya institute of technology and science, warangal",Bachelors,Electronics and instrumentation engineering,71
,turkey,Burhan Felek Lisesi,School,architecture,55
,Tunisia,Ecole Sup Privée d'Ingénierie et de Technologies,Bachelors,IT Engineering,80
,Netherlands,semenor,School,nothing,30
,United States,University of Texas at Arlington,School,Business,3
,singapore,nyp,School,visual effects,1
,United States,Wichita,School,Business,2
,United States of America,School of the Art Institute of Chicago,School,Visual arts,3.6
,India,iilm university,Bachelors,fashion design,62
,india,Dr. Ambedkar institute of technology,B-TECH,Mechanical engineering,8.5
,India,Mumbai University,Bachelors,Mechanical Engineering,6
,Ghana,University of Energy and Natural Resources,Bachelors,Civil engineer,319
,India,"VSSUT,Burla",Bachelors,Electrical Engineering,8
,Kenya,United states International University,Bachelors,International Relations,80
,Angola,ISPTEC,School,IT,80
,Malaysia,University Malaya,Bachelors,Computer Science (Artificial intelligence),40
,Türkiye,Hacettepe University,Masters,"Neuroscience, Biology",95
,India,vidyalankar school of information technology,Bachelors,Bsc-IT,58
,UK,Unimi University of Milan,Bachelors,Computer science,90
,India,KMCT,Bachelors,Engineering,75
,India,RGPV,Bachelors,Computer Science,8
,Tajikistan,Tajikistan National University,Bachelors,International law,4
,türkiye,pamukkale university,Bachelors,international trade and finance,258
,indonesia,Brawijaya university,Bachelors,animal of husbandry,90
,United States,Cleary University,Bachelors,Marketing,3
,Australia,Western Sydney,School,conservation biology,70
,India,BMS INSTITUTE OF TECHNOLOGY,Bachelors,Computer Science,8.4
,India,Angels high,School,bba,64
,India,Institute of Innovation in Technology and Management,Bachelors,Bachelor of Business Administration,8
,República Dominicana,Nuñez & León,Bachelors,language,79
,Zipaquirá,Colombo Británico Zipaquirá,School,Nothing,45
,India,SSAKIC,School,Biology,85
,india,bangur college didwana,Bachelors,bachelor of arts,65
,india,government institute of electronics,Bachelors,electronics and communication engineering,78
,Ghana,University of Ghana,Undergraduate,Food Science,249
,Myanmar,high school,School,high school subjects,95
,Argentina,universidad nacional de Rosario,School,medicina,63
,India,Nift bbsr,Bachelors,B. F. tech,7
,Ghana,Kwame Nkrumah University of Science and Technology,School,Religious Studies,55
,Scotland,Strathclyde university,Bachelors,Business analyst and technology and business law,75
,India,"Shyama Prasad Mukherjee college for women, University of Delhi",Bachelors,applied psychology,92
,United States,University of Utah,Bachelors,"Film and Media Arts, EAE",36
,Republica Dominicana,UASD,Bachelors,Geography,87
,United States,Ashford University,Bachelors,Mass communications and Journalism,3
,india,amity University,Bachelors,journalism,7
,India,Bba,Bachelors,Mba,65
,South Africa,Collage,Bachelors,Mechanical engineering,80
,United States,University of Delaware,Bachelors,Biological Sciences,98
,India,Priyadarshini college of Engineering,Bachelors,Aeronautical,84
,Syria,Tishreen,Bachelors,Medicne,88
,Ghana,Kwame Nkrumah university of science and technology,Bachelors,Architecture,79
,Brazil,UFF,Bachelors,portuguese,73
,united states,Community college of Baltimore county,School,occupational therapy,3
,USA,university of Minnesota Twin Cities,Masters,Product Design,3
,India,CMR TECHNICAL CAMPUS,Bachelors,computer science,76
,Ghana,Sikkim Manipal University,Bachelors,Bachelor of science in Information Technology,90
,El Salvador,Universidad de El Salvador,Bachelors,Relaciones internacionales,100
,United States,UAB,Bachelors,Pre-Med,34
,india,india,School,studant,9547380138
,United states of America,Edge Tech Academy,School,Software Development & Web Development,3
,India,St. Joseph's college,Bachelors,English Literature,85
,,,,MBA,
,India,SHUATS,Bachelors,,85
,India,"Mount Carmel College, Autonomous",Bachelors,B. Com Industry Integrated,0
,India,Bombay university,School,computer science,8
,India,Savitribai phule pune university,Bachelors,BBA Hrm,70
,Indonesia,Junior High School 2 Pandaan,School,All about the subjects,100
,india,"Symbiosis Law School, Pune",Bachelors,Law,7
,India,srm ist,Bachelors,computer science,9
,India,Bhonsala military college,Bachelors,science,68
,Paraguay,Bellas artes,Bachelors,Arts,3
,United States of America,University of Colorado Colorado Springs,School,Applied Mathematics,3.2
,India,IIIT Sri City,Bachelors,Computer Science,9
,,HEI,,,
,France,,Masters,Chemistry,75
,india,delhi university,Bachelors,bcom,75
,India,BMS institute of technology,Bachelors,Information Science,82
,Perú,ICPNA,nothing,english,18
,india,SJIM,Masters,PGDM,8
,india,aisect university,Bachelors,bca,85
,South Africa,none,School,none,0
,kenya,KCA university,School,Journalism and digital media,80
,Angola,university Technical,School,information,280
,Sudan,Sudan University of science and technology,5th year. Bachelor,Biomedical engineering,2.82 out of 4
,India,Universal College of Engineering,Bachelors,Electronics,72
,India,Fostiima Business School,Masters,PGDM,79
,united arab Emirates,SP Jain School of Global Management,Bachelors,Finance,4
,United states,Manchester community college,Bachelors,psychology,367
,Algeria,Univ Dr. Yahia Fares of Medea,Masters,Telecommunications systems,11
,Iran,Azad university,Masters,clinical psychology,17
,Morocco,Hassan II university,Masters,Materials engineering,75
,USA,Oglethorpe,School,Spanish,86
,india,Calcutta University,Bachelors,B.Com,60
,India,Gujarat technological university,Bachelors,civil engineering,803
,india,Daswani dental college & research centre,Bachelors,Bachelors in Dental surgery,70
,india,delhi university,Bachelors,b.com,86
,india,DR AMBEDKAR INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH,School,BBA,8
,india,shree devi institute of technology,Bachelors,electronic and communication engineering,7
,India,Shri Cloth Market Institute of Professional Studies,Bachelors,Computer Application,6
,india,jai prakash University,Bachelors,BSC Honours,0
,india,gujarat university,Masters,organic chemistry,65
,Cameroon,Baptist college nkwen,School,Computer science,4
,Spain,Universitat Autònoma de Barcelona,Bachelors,Art History,3
,Switzerland,University of Warsaw,Bachelors,English Literature,70
,Latvia,Latvia Universoty,Bachelors,Asian Studies (Japanese module,80
,india,techno india,Bachelors,mechanical engineering,8
,South Africa,Osizweni secondary School,Bachelors,mining engineering,60
,India,thakur college,Masters,MCA,6
,United States,Mount Marty College,School,Human Services,25
,Angola,Yale,Masters,Computer Science,12
,Tunisia,ESPRIT,Bachelors,Computer Science Engineering,14
,usa,tulsa tech,School,surgical tech,90
,Indian,Central University of Rajasthan,Masters,MBA- Finance,75
,India,Vidyalankar,Bachelors,Bachelors of Business Administration,10
,India,BMS College of Engineering,Bachelors,Mechanical Engineering,87
,India,"Cluster Innovation Centre, University of Delhi",Bachelors,Information Technology,78
,india,scms pune,Bachelors,BBA,8
,Pakistan,Nust,School,Electrical Engineering,55
,kenya,Kenyatta university,Bachelors,industrial chemistry with management,
,India,Invertis university,Bachelors,BBA,8
,india,grapgic era university,Bachelors,Psychology hons.,86
,mexico,Universidad Politécnica de Victoria,Bachelors,Mechatronic,80
,gauteng,Tshwane North tvet college,School,N6 management assistant,50
,india,aditya degree college,Bachelors,computer science,91
,United Kingdom,University of Sussex,Bachelors,Medical neuroscience,65
,United States,UPMC Mercy,School,Nursing,3
,India,dayanand Sagar academy of technology and management,Bachelors,electronics and communication,5
,India,Neville Wadia Institute of Management Studies & Research,Masters,MBA,70
,South Africa,Capricorn college,School,CIVIL ENGINEERING,40
,Colombia.,Universidad Minuto de Dios.,Bachelors,Im interested in everything,36
,India,gtbit,Bachelors,computer science,11
,india,maharaja Surajmal institute,Bachelors,bcom hons,101
,india,surajmal,Bachelors,business administration,101
,India,Maharaja Agrasen Institute of Technology,Bachelors,Electrical and Electronics,65
,india,mait,School,eee,72
,United States,Shasta College,School,Philosophy,89
,Philippines,University of Batangas,Bachelors,Computer Science,93
,india,ke,School,10,60
,india,university of mumbai,Masters,architecture,66
,India,Kalyani Public School,School,Humanities,90
,India,Christ University,Masters,Educational psychology,75
,India,GGSIPU,School,Business administration,80
,Tunisia,INSAT,Bachelors,computer science,14
,INDIA,Galgotias University,Bachelors,Computer Science,6
,india,Sarla Anil Modi School of Economics,Bachelors,B. Sc. Economics,80
,Egypt,Cairo University,Bachelors,petroleum engineering,79
,INDIA,Veltech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Bachelors,B. Com,82
,India,Bhagwan Parshuram Institute of Technology,Bachelors,Information technology,80
,india,NBS College of management,Bachelors,b.com,51
,india,symbiosis institute of management studies,Masters,mba,60
,India,VIT-AP UNIVERSITY,Bachelors,MECHANICAL ENGINEERING,8.31
,,amity university Madhya pradesh,Bachelors,computer science,8
,Bosnia and Herzegovina,International Burch University,Bachelors,Digital Communications and Public Relations,9
,India,Ryan International,School,Science,10
,France,Skema Business School,Masters,International Marketing and Business Development,29
,Scotland,University of Aberdeen,Bachelors,Politics,0
,India,Maya English high school,School,completed,69
,United States,College of Southern,School,Nursing,2
,Nigeria,Lagos State University,School,English Education,4
,Lithuania,Kaunas university of technology,Masters,Aeronautical engineering,8
,India,IB (PG) college affiliated to KUK,School,BA first year,82
,Egypt,Al-Azhar University in Cairo,Bachelors,Engineering,1
,India,REVA University,Bachelors,Computer Science Engineering,82
,India,Symbiosis,Masters,MSc CA,5
,Pakistan,Aspire college,School,Fsc engineering,92
,France,SIGMA CLERMONT,School,Industrial engineering,3
,Netherlands,Fontys Venlo,Bachelors,International Business,3
,Ghana,University of Cape coast,Bachelors,Bachelor of Education in Arts(History and Ghanaian language(,3.64
,india,garden city university,School,mba,76
,Barbados,"Harrison College, Barbados",School,Computer Science,75
,india,ccs university,Bachelors,commerce,65
,India,University of Delhi,Bachelors,History Hons,7
,United States Of America,Western Michigan University,Bachelors,Computer information systems,26
,France,Université de Bordeaux,Masters,Big data analysis,0
,India,BNCA,Bachelors,Architecture,8
,Nigeria,University,Bachelors,Administration,80
,Portugal,Aveiro University,Bachelors,Computer Science,80
,India,Galgotias,Bachelors,BJMC,68
,Egypt,Ain shams University,Bachelors,Commerce,2
,India,IIT Hyderabad,Bachelors,electrical,72
,India,Institute of Business Administration,Bachelors,Business Administration,80
,India,GALGOTIAS UNIVERSITY,Bachelors,Computer Science,84
,india,,,computer science,8
,INDIA,Narula Institute of Technology,Bachelors,Graduated (BBA),70
,North America,Willits high school,School,Animation,4
,India,Allahabad University,Masters,Journalism & mass communication,67
,India,IMS Noida,School,Computer application,40
,india,IIMS Pune,Masters,Finance,60
,Canada,Mcgill,School,computer engineering,80
,India,IIT Jammu,Masters,Computer Science,88
,Gujarat,Silver oak college of Engineering and Technology,Bachelors,Computer Engineering,79
,Russia,University of law,Bachelors,Law,97
,India,D.G Ruparel College,Bachelor of Management Studies,Management Studies,8
,India,iit bombay,School,computer science,76
,India,JK Lakshmipat University,Bachelors,Bba,6
,India,"Jecrc University,Jaipur",Bachelors,Computer Science,8
,kenya,Mount Kenya University,Bachelors,Business information technology,3
,Malaysia,UiTM Shah Alam,Bachelors,Chemical Engineering,3
,Egypt,applied medical sciences,School,medical analysis,86
,Algeria,Hammou,Bachelors,Mathematics,68
,India,Iiit Bhopal,Bachelors,Computer Science,85
,india,st.francis,Bachelors,computer application,8
,Nepal,SRCC,Masters,MBA,8
,Colombia,Universidad Externado de Colombia,Bachelors,Social Communication,4
,india,DR MGR EDUCATIONAL AND RESEARCH INSTITUTE,Bachelors,ELECTRONICS AND COMMUNICATION,80
,United States,University of Montana,School,Music,90
,india,Giet,School,electronic and communication,85
,India,Shaheed Bhagat Singh Delhi University,School,Bcom Hons,94
,Egypt,pharmacy,School,pharmaceutical industry,70
,Greece,university of Thessaly,Masters,computer & electrical engineering,65
,usa,State University of New York,Masters,Computer and Information Sciences,35
,United States of America,Appalachian State University,School,Business Management,302
,India,UIET,Bachelors,BTech CSE,72
,USA,college of Southern Nevada East High School,School,criminal justice,4
,Argentina,San Pedro Apóstol,School,Animation,37
,Pakistan,gpgc skp,Masters,bs physics,3
,kenya,IIT Bombay,School,software engineer,28
,india,silicon institute of technology,Masters,master of computer application,9
,Ethiopia,LCCS,School,Medicine,50
,India,Brihan Maharashtra College of Commerce,Bachelors,Bcom,8
,India,IIIT Dharwad,Bachelors,Computer Science,7
,Maharashtra,international institute of Management studies,Masters,Marketing,60
,india,University of Mumbai,Bachelors,LLB,60
,united states,Clark College,School,Computer Science,89
,Jordan,Hainan Medical College,Bachelors,MBBS,74
,india,nsut,Bachelors,computer engeenering,84
,india,nsut,School,computer science,0
,India,Netaji Subhas University of Technology,School,Electronics and Communication,70
,India,NSUT,Bachelors,BBA,8
,india,"NSIT, Delhi",Bachelors,computer science,75
,India,Netaji Subhas University of Technology,Bachelors,Information Technology,76
,Brazil,Technische Hochschule Ingolstadt,Bachelors,Engineering and Management,29
,India,NSIT,Bachelors,Computer Science and Engineering with specialisation in Artificial Intelligence,66
,india,pacific college of engineering,Bachelors,computer science,7
,India,Netaji Subhash University of Technology,Bachelors,Computer Science,8
,india,ramanujan college,School,BFSI,86
,India,Ggsipu,Bachelors,Information technology,8
,INDIA,NIT JAIPUR,Bachelors,ELECTRICAL,88
,Mauritius,Muslims girls college port-louis,Bachelors,Receptionist and office management and also trainer to become teacher,75
,egypt,alazhar unversity,Masters,Dentistry,89
,pakistan,balochistan agriculture college quetta,Bachelors,agriculture,3
,india,jj college,School,science,8
,India,World University of Design,Bachelors,Design Foundation,84
,India,"Delhi University, Dyal Singh College",Bachelors,B.com P,6
,Colombia,INETRAM,School,International bunisses,0
,india,insofe,Masters,data science,60
,Nigeria,Burham college,Bachelors,Animation and media design,2
,India,BMS college of commerce and management,Bachelors,Bachelors in business administration,7
,India,khalsa,School,Hsc commerce,82
,India,The Northcap University,Bachelors,Computer Science,84
,india,college,School,ut,74
,South Africa,Ukzn,Bachelors,Bachelor of arts,58
,India,Narula institute of technology,Bachelors,Mechanical engineering,73
,United states of America,,,,38
,Nepal,Tribhuvan University,Bachelors,Civil Engineering,76
,johor,ranaco education and training institute,Bachelors,management,351
,turkey,sabanci university,Bachelors,computer science,87
,india,gnarayanamma institute of technology and science,Bachelors,electronics,0
,India,Baruipur College,School,Arts,60
,India,SRM University,Bachelors,Aerospace,9
,India,University of Mumbai,Bachelors,BMS,75
,Russia,University of the People,Bachelors,Computer Science,4
,India,Pune Institute of business Management,Masters,Marketing,60
,Canada,University of Alberta,School,Physics and Computer Sciences,3.4/4
,USA,minerva Schools at KGI,School,computer science,3
,India,ganpat university,Bachelors,MECHATRONICS,7
,Colombia,universidad tecnológica de Bolívar,Bachelors,Finance and International Business,4
,india,woxsen,School,design,89
,India,University of Delhi,Bachelors,Commerce,0
,India,banasthali vidhyapeeth,Bachelors,computer science,75
,INDIA,Chandigarh University,Bachelors,b.tech,892
,India,Pune University,School,BBA,68
,India,Pu,Bachelors,Computer science engineering,79
,India,"Amity University, Noida",Bachelors,Applied Psychology,6.48
,Philippones,Silliman University,Bachelors,Civil Engineering,85
,India,Delhi University,Bachelors,English honors,62
,pakistan,Shah latif degree college kamber,School,Medical,79
,Rwanda,university of Rwanda,Bachelors,physiotherapy,3
,Nigeria,liberty University,Bachelors,Education,3
,iran,university of tehran,Masters,English literature,80
,Kazakhstan,NIS,School,International relations,90
,south Africa,all above,Doctorate,all above,18
,India,NIT AGARTALA,Bachelors,MECHANICAL ENGINEERING,82
,,prince shri venkateshwara padmavathy engineering college,,,
,india,mba,Masters,mba,8
,India,Delhi University,Bachelors,B.Com.,8
,Haryana,delhi University,Bachelors,chemistry,78
,Kenya,USIU-A,Bachelors,IBA,3
,india,indira gandhi delhi technical university for womrn,Bachelors,electronics,8
,India,Jagran Lakecity University,Bachelors,B.A(Hons) English Literature,7
,United States,Dunwoody College of Technology,School,Construction Management,40
,Bulgaria,St Cyril and St Methodius University of Veliko Tarnovo,Bachelors,Software engineering,4
,United States,University of Nevada-Las Vegas,Bachelors,Social Work,2
,Egypt,misr university of science and technology,Bachelors,languages,70
,United Kingdom,University of St. Andrews,Bachelors,Social Anthropology and Spanish,88
,United States,University of Texas at San Antonio,Bachelors,Mechanical Engineering,3.93
,India,JIS University,Bachelors,Biotechnology,87
,India,LNJN National Institute of Criminology and Forensic Science,Masters,Criminology,8
,India,"iiest, shibpur",Masters,MBA - Marketing,9
,India,Priyadarshini college of architecture and design studies,Bachelors,Architecture,6
,India,Kumaun University Nainital,Bachelors,BCA,65
,india,No,School,Physics,85
,india,kurukshetra university,Bachelors,civil engineering,80
,Uganda,St.Mary's College,School,Physics and maths,55
,Indian,Chandigarh University,Bachelors,Computer Science,623
,India,Manipal institute of technology,Bachelors,Electronics and instrumentation,75
,India,IISERBPR,Bachelors,Chemical Sciences,6
,India,M.O.P Vaishnave,Masters,Food technology,85
,india,lachoo college jodhpur,Bachelors,b.sc,81
,india,garden City University,Bachelors,Bsc biotechnology,80
,Costa Rica,Colegio educativo Surí,School,Bachillerato,3
,Egypt,Kafrelsheikh,Doctorate,Animal science,90
,United Kingdom,Brunel Univeristy London,Bachelors,Law,1
,South Africa,Mopani south East TVET college,Bachelors,marketing management N5,60
,India,AC Patil College of Engineering,Bachelors,Computer Engineering,7.5
,india,mumbai,Bachelors,electronics and telecommunication,68
,India,du sol,Bachelors,bcom hons,58
,India,M.E.S Degree college/Bangalore Central University,School,Bachelor of Commerce,78
,United States of America,Virginia Wesleyan University,High School,Psychology,3.7133
,India,National Institute Of Construction Management Nad Research,Masters,Advanced Construction Management,888
,india,poornima university,Bachelors,bachlor of business administration,89
,India,Dayananda Sagar College of Engineering,Bachelors,Electronics & Telecommunication,6
,United States,n/a,School,n/a,85
,India,Xavier university,Bachelors,Sustainable development,9
,India,jspm rscoe,Bachelors,mechanical engineering,8
,India,BIT MESRA,School,Design,6
,The United States of America,Ohio University,Bachelors,Political Science (Pre-Law),95
,Colombia,Universidad Del Norte,Bachelors,Geology,70
,ingham,American Intercontinental University,School,criminal justice,3
,united states,fau,Bachelors,biological sciences,3
